RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	s30699	chr9	131580200	132572281	992082	393	20.1
RG	s31261	chr9	72627891	73154163	526273	176	10.4
RG	s31261	chr9	81585442	81913426	327985	136	26.2
RG	s31261	chr9	88990892	91949722	2958831	602	50.9
RG	s31261	chr9	106601130	109057128	2455999	624	41.3
RG	s31261	chr9	120988996	121281522	292527	398	21.7
RG	s31261	chr9	129857945	129895678	37734	124	56.7
RG	s31261	chr9	135742704	135850215	107512	295	28.8
RG	s31758	chr9	33221061	33384979	163919	173	8.6
RG	s31758	chr9	36840502	37588818	748317	233	19.5
RG	s32458	chr9	90613414	91214326	600913	59	17.2
RG	s32458	chr9	130200836	131038793	837958	577	25.5
RG	s39446	chr9	17134953	17457438	322486	131	14.3
RG	s39446	chr9	19550062	20346227	796166	63	26.3
RG	s39446	chr9	104821233	104840174	18942	69	8.7
RG	s39446	chr9	112220183	112996995	776813	299	7.7
RG	s39446	chr9	122510779	122614563	103785	91	2.6
RG	s39446	chr9	124466295	125188862	722568	499	31.2
RG	s39446	chr9	138096506	138219529	123024	178	18.5
RG	s39447	chr9	7798402	12693834	4895433	233	26.3
RG	s39447	chr9	17134953	17457438	322486	131	14.3
RG	s39447	chr9	70809868	71862483	1052616	210	7.9
RG	s39447	chr9	104504102	104747781	243680	240	42.1
RG	s39447	chr9	121281589	121566885	285297	190	30.0
RG	s39447	chr9	127402714	127461144	58431	139	7.1
RG	s39447	chr9	128431240	128787179	355940	771	15.1
RG	s39447	chr9	135546213	135663308	117096	160	9.3
RG	s39447	chr9	137348182	137467244	119063	285	16.8
RG	s39588	chr9	15423359	16203720	780362	284	8.7
RG	s39588	chr9	42795584	60915753	18120170	80	20.4
RG	s39588	chr9	87858027	87966897	108871	182	35.0
RG	s39588	chr9	93629737	94278736	649000	229	26.0
RG	s39588	chr9	110200835	110496872	296038	390	34.8
RG	s39588	chr9	125843649	126832421	988773	169	20.9
RG	s39588	chr9	127709635	127867954	158320	429	31.0
RG	s42236	chr9	114060135	114162660	102526	81	6.4
RG	s44462	chr9	113156026	113316699	160674	218	7.8
RG	s51065	chr9	5656586	5968035	311450	211	39.0
RG	s51638	chr9	116800	271514	154715	107	14.1
RG	s51638	chr9	35661382	35906461	245080	698	62.1
RG	s51638	chr9	75053970	75891150	837181	128	5.2
RG	s51638	chr9	76292162	76350764	58603	92	13.9
RG	s51638	chr9	94318410	94617676	299267	191	7.4
RG	s52019	chr9	134649378	134801901	152524	182	8.4
RG	s53162	chr9	93447616	94278736	831121	355	29.5
RG	s53162	chr9	97121926	97428401	306476	247	19.4
RG	s53162	chr9	128420940	128504656	83717	208	34.2
RG	s53163	chr9	36036976	36581591	544616	328	23.3
RG	s53163	chr9	111271224	111686593	415370	442	22.9
RG	s53163	chr9	114156114	115020358	864245	809	67.4
RG	s53163	chr9	120988996	121566885	577890	588	42.3
RG	s53163	chr9	122371228	122723934	352707	244	30.5
RG	s53163	chr9	126690950	127651521	960572	672	55.9
RG	s53163	chr9	128713184	128907063	193880	322	12.9
RG	s53163	chr9	136712748	136796158	83411	241	5.9
RG	s53755	chr9	4544624	4833109	288486	317	40.8
RG	s53755	chr9	4841368	12693834	7852467	1398	53.3
RG	s53755	chr9	16203742	17134950	931209	141	10.1
RG	s53755	chr9	32384827	33794674	1409848	1314	53.9
RG	s53755	chr9	33887012	34724918	837907	871	56.0
RG	s53755	chr9	34917854	37302158	2384305	2019	64.1
RG	s53755	chr9	75891220	87681277	11790058	3224	57.6
RG	s53755	chr9	88426451	91214149	2787699	503	51.3
RG	s53755	chr9	132238910	132725625	486716	490	8.9
RG	s53755	chr9	134765571	134808973	43403	168	19.2
RG	s53769	chr9	7103613	8317710	1214098	65	8.5
RG	s53769	chr9	19032763	19125850	93088	226	31.5
RG	s53769	chr9	33221061	33441662	220602	274	23.0
RG	s53769	chr9	33794721	33886964	92244	232	25.2
RG	s53769	chr9	113151041	113211397	60357	181	45.5
RG	s53769	chr9	129719278	129957348	238071	359	6.0
RG	s53769	chr9	136348516	136451186	102671	519	20.6
RG	s53769	chr9	136969325	136992484	23160	81	9.8
RG	s53769	chr9	137139589	137231952	92364	251	35.9
RG	s53777	chr9	83707462	84670572	963111	386	14.3
RG	s53777	chr9	91949774	92640795	691022	702	39.5
RG	s53777	chr9	97121926	97524085	402160	332	31.4
RG	s53777	chr9	99826739	100441865	615127	289	14.9
RG	s53777	chr9	112098736	112574195	475460	214	13.0
RG	s53777	chr9	127424770	127738666	313897	563	39.5
RG	s53777	chr9	136193080	136327111	134032	121	7.5
RG	s53783	chr9	19516092	20346227	830136	85	27.4
RG	s53783	chr9	33794721	34011553	216833	402	32.2
RG	s53783	chr9	92457315	92713365	256051	233	10.0
RG	s53783	chr9	130579674	130911523	331850	303	11.7
RG	s53783	chr9	137103153	137231952	128800	365	13.3
RG	s53788	chr9	3828366	4679838	851473	191	6.3
RG	s53788	chr9	76181653	76788491	606839	345	40.0
RG	s53788	chr9	77331970	82982619	5650650	659	20.8
RG	s53788	chr9	110323843	111527285	1203443	571	28.8
RG	s53788	chr9	111647049	111775709	128661	165	5.8
RG	s53788	chr9	113408868	114350853	941986	648	8.7
RG	s53788	chr9	121455855	122789453	1333599	485	23.2
RG	s53788	chr9	125149818	127166243	2016426	430	17.1
RG	s53788	chr9	127291297	127651521	360225	305	28.9
RG	s53788	chr9	131580200	132611992	1031793	410	23.6
RG	s53801	chr9	135811591	136505381	693791	750	24.0
RG	s53808	chr9	14555557	14841380	285824	300	47.1
RG	s53808	chr9	19516092	20346227	830136	85	12.8
RG	s53808	chr9	20862507	21077240	214734	191	6.1
RG	s53808	chr9	79572808	81584432	2011625	96	14.2
RG	s53808	chr9	98199412	98303148	103737	113	21.3
RG	s53808	chr9	112220183	112574195	354013	157	7.8
RG	s53808	chr9	116697650	122723934	6026285	1927	65.7
RG	s53808	chr9	122749711	124452012	1702302	834	25.3
RG	s53808	chr9	124692355	130579623	5887269	5582	69.1
RG	s53808	chr9	136376273	136475229	98957	523	17.8
RG	s53816	chr9	92157476	92262922	105447	100	23.3
RG	s53816	chr9	92285680	92332107	46428	135	16.4
RG	s53816	chr9	92509880	92729016	219137	137	28.2
RG	s53816	chr9	113969108	114402697	433590	572	35.4
RG	s53854	chr9	846952	2029018	1182067	70	15.3
RG	s53854	chr9	76692003	77177748	485746	153	39.1
RG	s53854	chr9	113156026	113221122	65097	141	5.6
RG	s53854	chr9	136898691	137008569	109879	198	34.5
RG	s53904	chr9	20862507	21077240	214734	191	5.6
RG	s53904	chr9	26109863	27524222	1414360	565	40.7
RG	s53904	chr9	28863478	32973411	4109934	432	49.1
RG	s53904	chr9	35228124	35748249	520126	803	35.6
RG	s53904	chr9	35792345	35906461	114117	249	38.2
RG	s53904	chr9	111527285	111703761	176477	227	12.8
RG	s53904	chr9	124692355	125045029	352675	319	17.0
RG	s53950	chr9	76502335	77177748	675414	222	35.1
RG	s53950	chr9	98060802	98405971	345170	224	25.0
RG	s53950	chr9	100498882	101535411	1036530	175	13.8
RG	s53963	chr9	72056803	74497825	2441023	268	26.9
RG	s53969	chr9	129612367	129852528	240162	178	16.8
RG	s53969	chr9	132582790	133105908	523119	447	15.0
RG	s53969	chr9	135624058	135742704	118647	109	9.2
RG	s53969	chr9	137879005	138068489	189485	147	9.2
RG	s53972	chr9	676704	841768	165065	153	10.3
RG	s53972	chr9	19350636	19576817	226182	180	9.9
RG	s53972	chr9	37707422	38395802	688381	298	6.8
RG	s53972	chr9	92457315	92713365	256051	233	14.3
RG	s53972	chr9	97121926	97524085	402160	332	25.2
RG	s53972	chr9	111642658	111914510	271853	225	16.9
RG	s53972	chr9	112220183	112574195	354013	154	6.9
RG	s53972	chr9	120659278	121135796	476519	498	15.4
RG	s53972	chr9	125227830	127506738	2278909	989	48.3
RG	s53972	chr9	133255699	133341343	85645	125	7.2
RG	s53972	chr9	138175305	138219309	44005	89	12.7
RG	s53985	chr9	37489301	37692529	203229	101	29.0
RG	s53985	chr9	81585599	83331813	1746215	271	11.6
RG	s53985	chr9	87773047	87967001	193955	155	17.8
RG	s53985	chr9	90613414	91950029	1336616	199	30.1
RG	s53985	chr9	95906713	96458274	551562	189	18.1
RG	s53985	chr9	98076846	99826690	1749845	615	26.2
RG	s53985	chr9	101185414	102578233	1392820	252	33.5
RG	s53985	chr9	104504186	104882925	378740	394	52.7
RG	s53985	chr9	113111610	113221260	109651	137	14.0
RG	s53985	chr9	134750632	135561674	811043	618	36.0
RG	s53985	chr9	136898691	136977461	78771	150	10.0
RG	s53985	chr9	137241326	137272145	30820	134	35.9
RG	s53988	chr9	90501966	91214149	712184	83	5.3
RG	s53988	chr9	122371228	122723934	352707	244	27.0
RG	s53988	chr9	130266243	130432252	166010	413	34.1
RG	s53988	chr9	130448939	132286344	1837406	1564	69.1
RG	s53988	chr9	132295858	133019709	723852	659	63.9
RG	s53988	chr9	133086169	134317246	1231078	1743	74.0
RG	s53988	chr9	135693518	135783936	90419	225	26.9
RG	s53988	chr9	136348516	136514420	165905	821	48.5
RG	s53992	chr9	8436560	12693834	4257275	145	25.6
RG	s53992	chr9	32384845	32541381	156537	227	18.7
RG	s53992	chr9	79391531	81584432	2192902	106	6.7
RG	s53992	chr9	90505497	91214149	708653	84	5.4
RG	s53992	chr9	98233391	98453895	220505	124	11.0
RG	s53992	chr9	136742671	136761581	18911	93	17.8
RG	s54003	chr9	19086639	20346227	1259589	424	28.8
RG	s54003	chr9	26109863	32384562	6274700	707	45.4
RG	s54003	chr9	33566268	33750465	184198	139	6.2
RG	s54003	chr9	69718250	87727561	18009312	4836	57.9
RG	s54003	chr9	113111598	113198779	87182	155	9.6
RG	s54003	chr9	122849590	123034557	184968	175	15.4
RG	s54003	chr9	128309444	128494474	185031	337	41.9
RG	s54003	chr9	133255699	133257567	1869	42	17.2
RG	s54003	chr9	137007714	137108921	101208	574	12.7
RG	s54004	chr9	4655980	12693834	8037855	1594	57.6
RG	s54004	chr9	71862561	73154163	1291603	369	26.4
RG	s54004	chr9	97853922	97983515	129594	89	13.2
RG	s54004	chr9	98708270	98823155	114886	128	34.5
RG	s54004	chr9	128916023	129632691	716669	633	42.6
RG	s54004	chr9	136835570	136992484	156915	462	44.0
RG	s54004	chr9	137007714	137049802	42089	286	12.5
RG	s54021	chr9	83538098	83837191	299094	113	10.6
RG	s54093	chr9	4285701	4833109	547409	336	50.4
RG	s54093	chr9	5021879	12693834	7671956	1359	54.7
RG	s54093	chr9	33794721	33886964	92244	232	27.0
RG	s54093	chr9	69064895	70043987	979093	398	20.4
RG	s54093	chr9	111712982	113111570	1398589	625	34.3
RG	s54093	chr9	133205290	133318242	112953	154	8.3
RG	s54093	chr9	136761594	136822041	60448	124	16.4
RG	s54692	chr9	113042742	114047924	1005183	606	49.5
RG	s54692	chr9	132863597	132921292	57696	87	13.1
RG	s54692	chr9	134649378	135344122	694745	423	22.3
RG	s56057	chr9	15171924	15623165	451242	299	27.5
RG	s56057	chr9	16552504	17457438	904935	178	10.8
RG	s56057	chr9	19290809	19515923	225115	234	10.8
RG	s56057	chr9	33794721	33886964	92244	232	26.2
RG	s56057	chr9	69216283	70131479	915197	403	49.7
RG	s56057	chr9	83623361	83969474	346114	277	9.7
RG	s56057	chr9	104095608	104569003	473396	230	11.2
RG	s56057	chr9	109013476	109119070	105595	117	22.3
RG	s57375	chr9	19550062	19619504	69443	35	22.7
RG	s57375	chr9	34709454	34832779	123326	116	10.1
RG	s57375	chr9	93058923	93185473	126551	100	26.4
RG	s57375	chr9	120815502	121566885	751384	838	37.3
RG	s57375	chr9	131289924	133019709	1729786	1406	53.1
RG	s57375	chr9	133082567	133454367	371801	874	62.3
RG	s57375	chr9	133514690	134842029	1327340	1317	69.8
RG	s57375	chr9	136940859	137040455	99597	488	24.4
RG	s57375	chr9	137046180	137167296	121117	410	32.7
RG	s57375	chr9	137180132	137348112	167981	434	14.5
RG	s57425	chr9	33794721	33886964	92244	232	26.6
RG	s57425	chr9	34211851	34552006	340156	347	24.2
RG	s57425	chr9	111362085	111563083	200999	276	6.4
RG	s57425	chr9	121006171	121177088	170918	331	48.7
RG	s57425	chr9	121281589	121478948	197360	176	24.5
RG	s57425	chr9	122371228	122614563	243336	179	16.2
RG	s57425	chr9	126481254	127332020	850767	270	29.0
RG	s57459	chr9	2028890	15422716	13393827	3472	56.3
RG	s57459	chr9	15564178	21239439	5675262	1873	50.4
RG	s57459	chr9	21304695	25677590	4372896	386	47.0
RG	s57459	chr9	33887012	34610557	723546	595	35.3
RG	s57459	chr9	34613717	34832779	219063	310	34.2
RG	s57459	chr9	42076840	61191663	19114824	111	5.0
RG	s57459	chr9	111686710	113288053	1601344	999	62.0
RG	s57459	chr9	113328833	124994940	11666108	5116	59.2
RG	s57459	chr9	125142461	126481212	1338752	457	47.3
RG	s57459	chr9	126832453	129036860	2204408	3291	66.3
RG	s57459	chr9	129081004	131476113	2395110	2274	64.5
RG	s57459	chr9	131479407	132725625	1246219	986	52.6
RG	s57459	chr9	133042095	134317246	1275152	1923	61.6
RG	s57459	chr9	135775272	135907031	131760	200	16.9
RG	s57464	chr9	41040544	62858030	21817487	81	5.0
RG	s57498	chr9	367962	676954	308993	152	20.0
RG	s57498	chr9	41040359	62861118	21820760	65	5.5
RG	s57506	chr9	38527120	40223531	1696412	294	4.0
RG	s57506	chr9	111686710	111746199	59490	137	30.2
RG	s57506	chr9	115021122	115291184	270063	172	19.0
RG	s57506	chr9	129818942	129852344	33403	75	21.7
RG	s58119	chr9	12693946	13205073	511128	224	30.3
RG	s58119	chr9	17330740	19070193	1739454	400	26.6
RG	s58119	chr9	110465816	110875382	409567	157	8.0
RG	s58119	chr9	122477222	122723934	246713	151	14.6
RG	s58119	chr9	128792620	128907063	114444	105	28.7
RG	s58119	chr9	133514690	134139779	625090	422	52.3
RG	s58119	chr9	134753803	135075735	321933	314	25.3
RG	s58119	chr9	135495337	135693573	198237	170	11.3
RG	s58226	chr9	37426425	37739973	313549	237	31.8
RG	s58226	chr9	93952209	94558890	606682	139	4.7
RG	s58302	chr9	18928041	19290772	362732	275	41.4
RG	s58302	chr9	69336167	69718232	382066	132	13.4
RG	s58302	chr9	69886782	70590970	704189	298	39.5
RG	s58302	chr9	76687800	76711142	23343	116	29.9
RG	s58302	chr9	97032843	97428401	395559	276	32.9
RG	s58302	chr9	108916148	109241495	325348	427	22.3
RG	s58302	chr9	127332247	127506738	174492	341	26.7
RG	s58433	chr9	19516092	19619504	103413	57	20.8
RG	s58433	chr9	70218302	70761346	543045	281	12.7
RG	s58433	chr9	74948171	75117473	169303	131	20.6
RG	s58433	chr9	92379759	93096205	716447	538	33.3
RG	s58433	chr9	93447616	93819611	371996	280	13.1
RG	s58433	chr9	111527285	111686593	159309	180	13.6
RG	s58433	chr9	126832453	127353758	521306	239	16.0
RG	s58433	chr9	133205290	133341343	136054	202	22.2
RG	s58433	chr9	136712847	136886405	173559	565	32.1
RG	s58434	chr9	34917854	35147565	229712	358	23.5
RG	s58434	chr9	83739701	84670572	930872	381	13.0
RG	s58434	chr9	120437456	120873843	436388	346	20.6
RG	s58434	chr9	135663315	136116441	453127	601	55.7
RG	s58438	chr9	19516092	20715252	1199161	161	15.4
RG	s58438	chr9	20740332	21140815	400484	281	37.6
RG	s58438	chr9	97032843	97591238	558396	397	34.0
RG	s58438	chr9	136327115	136406987	79873	342	61.7
RG	s58438	chr9	136441601	137743369	1301769	3067	69.5
RG	s58438	chr9	137752195	138174619	422425	426	23.7
RG	s58440	chr9	4604050	4679601	75552	122	25.2
RG	s58440	chr9	32973553	33104526	130974	210	60.4
RG	s58440	chr9	77177524	77528993	351470	419	36.4
RG	s58440	chr9	104504102	104816020	311919	419	34.2
RG	s58440	chr9	111327501	111583402	255902	331	18.7
RG	s58440	chr9	111592814	111897363	304550	274	29.5
RG	s58440	chr9	127383385	127578816	195432	347	33.9
RG	s58441	chr9	8436703	12693893	4257191	110	12.7
RG	s58441	chr9	133536463	134139779	603317	374	39.1
RG	s58441	chr9	134649378	134880753	231376	305	39.5
RG	s58441	chr9	135624058	135742704	118647	106	40.7
RG	s58441	chr9	137105895	137574236	468342	659	33.2
RG	s58441	chr9	138096506	138177258	80753	65	7.4
RG	s58444	chr9	19350636	19619504	268869	196	10.7
RG	s58444	chr9	20862507	21077240	214734	191	4.0
RG	s58444	chr9	34709454	34832779	123326	116	7.3
RG	s58444	chr9	94567212	94923914	356703	124	15.7
RG	s58444	chr9	113111598	113297523	185926	306	40.7
RG	s58444	chr9	127404776	127651521	246746	300	24.9
RG	s58444	chr9	131067770	131117658	49889	119	12.0
RG	s58676	chr9	367916	405020	37105	87	21.6
RG	s58676	chr9	33566268	33750465	184198	141	6.3
RG	s58676	chr9	68780106	69336157	556052	298	22.1
RG	s58676	chr9	79391531	81584432	2192902	109	6.3
RG	s58676	chr9	126335322	127290983	955662	285	22.0
RG	s58676	chr9	128916023	129142329	226307	543	32.5
RG	s58676	chr9	137007714	137049802	42089	287	16.6
RG	s62408	chr9	104598391	104790904	192514	191	10.3
RG	s62425	chr9	18675974	18927947	251974	188	9.4
RG	s62425	chr9	19516092	19619504	103413	57	19.7
RG	s62425	chr9	33887012	34124986	237975	209	9.2
RG	s62425	chr9	134649378	135756813	1107436	1239	75.8
RG	s62425	chr9	135764943	136369626	604684	688	38.9
RG	s62425	chr9	136376273	137046097	669825	1974	67.3
RG	s62425	chr9	137064689	138174756	1110068	1813	62.7
RG	s62799	chr9	117313	2028859	1911547	636	59.6
RG	s62799	chr9	20740332	21140815	400484	278	40.1
RG	s62799	chr9	69431142	69820797	389656	124	14.5
RG	s62799	chr9	113111598	113388397	276800	427	65.1
RG	s62799	chr9	133514690	133636404	121715	162	9.9
RG	s62828	chr9	20715278	20976299	261022	191	11.6
RG	s62828	chr9	32427272	32629985	202714	241	20.6
RG	s62828	chr9	33047238	33385569	338332	358	20.0
RG	s62828	chr9	122553060	122614563	61504	48	4.6
RG	s62828	chr9	126832453	127454313	621861	431	37.1
RG	s62829	chr9	20715278	21140815	425538	302	32.5
RG	s62829	chr9	27172821	33796629	6623809	1783	64.1
RG	s62829	chr9	33797794	34724918	927125	1006	48.6
RG	s62829	chr9	34917854	39073709	4155856	2816	65.8
RG	s62829	chr9	41349565	41906777	557213	55	5.5
RG	s62829	chr9	42076840	62532348	20455509	238	35.7
RG	s62829	chr9	66908087	67643360	735274	119	10.0
RG	s62829	chr9	68247599	74497825	6250227	1638	48.7
RG	s62829	chr9	92379759	92647944	268186	241	7.7
RG	s62829	chr9	102578233	104694338	2116106	448	30.3
RG	s62829	chr9	114330017	114423274	93258	250	4.9
RG	s62829	chr9	127166272	127424734	258463	256	37.8
RG	s62829	chr9	136116448	136327111	210664	134	12.7
RG	s62920	chr9	8317864	13106863	4789000	286	19.2
RG	s62920	chr9	19516092	19619504	103413	57	11.8
RG	s62920	chr9	83623361	84278043	654683	366	41.2
RG	s62920	chr9	104095608	104784213	688606	474	36.3
RG	s62920	chr9	128683928	129001294	317367	618	23.8
RG	s62920	chr9	131518244	132166662	648419	295	17.3
RG	s64910	chr9	20715278	21140815	425538	303	42.2
RG	s64910	chr9	33524329	33794674	270346	215	24.0
RG	s64910	chr9	34917854	35099911	182058	266	5.8
RG	s64910	chr9	94558890	95060598	501709	198	6.0
RG	s64910	chr9	101535474	102578169	1042696	142	4.4
RG	s64910	chr9	113151041	113354092	203052	361	45.9
RG	s64910	chr9	114904337	115291184	386848	203	23.0
RG	s64910	chr9	128455347	128555470	100124	196	14.9
RG	s64910	chr9	134750447	134818416	67970	309	24.4
RG	s68969	chr9	405075	729853	324779	179	29.1
RG	s68969	chr9	5906826	6504631	597806	274	13.0
RG	s68969	chr9	20346537	21140815	794279	384	38.5
RG	s68969	chr9	26109863	27948731	1838869	656	62.4
RG	s68969	chr9	33442810	33750465	307656	352	28.3
RG	s68969	chr9	42076840	42567858	491019	66	7.1
RG	s68969	chr9	92652473	92846053	193581	106	11.4
RG	s68969	chr9	110303474	110941334	637861	495	55.6
RG	s68969	chr9	131556090	132166662	610573	199	10.7
RG	s68969	chr9	134880753	135075735	194983	125	5.1
RG	s68969	chr9	136362873	136416370	53498	320	55.8
RG	s68969	chr9	137028083	137069778	41696	149	13.8
RG	s68969	chr9	137834325	138174534	340210	326	31.7
RG	s68970	chr9	214444	414600	200157	236	51.2
RG	s68970	chr9	17134953	17746939	611987	186	8.2
RG	s68970	chr9	77647589	79391215	1743627	208	11.3
RG	s68970	chr9	84670595	88129344	3458750	1173	51.1
RG	s68970	chr9	88426451	90463483	2037033	422	47.3
RG	s68970	chr9	122510779	122614808	104030	91	9.5
RG	s68970	chr9	127317989	127506738	188750	361	32.2
RG	s69003	chr9	117487	405020	287534	243	16.3
RG	s69003	chr9	19550062	19619504	69443	35	22.7
RG	s69003	chr9	35697671	35869325	171655	547	18.6
RG	s69003	chr9	36823546	40928949	4105404	993	58.4
RG	s69003	chr9	41647966	60915753	19267788	81	15.1
RG	s69003	chr9	66908087	74497825	7589739	1713	56.4
RG	s69003	chr9	83372886	83739596	366711	132	8.0
RG	s69003	chr9	87844737	90023164	2178428	709	41.8
RG	s69003	chr9	114304545	114466087	161543	338	17.0
RG	s69003	chr9	133318281	133422276	103996	416	33.7
RG	s69003	chr9	136116448	136327111	210664	125	22.0
RG	s72333	chr9	214415	2028859	1814445	449	56.0
RG	s72333	chr9	6720859	8492902	1772044	223	23.1
RG	s72333	chr9	33541157	34088560	547404	344	36.6
RG	s72333	chr9	34096847	34458828	361982	224	10.2
RG	s72333	chr9	134766404	135075735	309332	333	28.1
RG	s72755	chr9	131504123	131521262	17140	70	15.2
RG	s72755	chr9	132166806	132611992	445187	296	46.0
RG	s72755	chr9	133536463	133685130	148668	169	11.7
RG	s75638	chr9	76292162	76350764	58603	72	29.0
RG	s75638	chr9	108854894	108990669	135776	264	16.9
RG	s75638	chr9	110443667	111327472	883806	220	10.0
RG	s75638	chr9	114162716	114264463	101748	130	21.6
RG	s75638	chr9	116187396	117704383	1516988	226	8.2
RG	s75933	chr9	71734930	71862483	127554	28	24.0
RG	s76922	chr9	5892525	6587109	694585	357	8.0
RG	s76922	chr9	26842254	27190404	348151	329	23.1
RG	s76922	chr9	35228124	35649919	421796	369	13.9
RG	s76922	chr9	93952147	94558845	606699	246	29.1
RG	s79438	chr9	18795306	19290772	495467	237	47.8
RG	s79438	chr9	21815410	23692494	1877085	102	6.3
RG	s79438	chr9	114162716	114323908	161193	265	40.7
RG	s79438	chr9	114423421	116187019	1763599	269	34.4
RG	s79588	chr9	3224935	3828078	603144	138	6.2
