human_gene_id,human_gene_disease_id,entrez_id,gene_symbol,gene_group_id,gene_group,inheritance_pattern,inheritance_type,main_class_type,additional_class_type,additional_class_type_d,main_class_type_g,additional_class_type_g,confidence_criteria_limit_no_patient,sysid_yes_no,disease_subtype,disease_type,alternative_names,additional_references,omim_disease,gene_review,haploinsufficiency_yes_no,clinical_synopsis,human_gene_disease_remark
484,741,79583,TMEM231,8,"ID data freeze 650","Mendelian autosomal",recessive,1,"H, L1, O, P, T, Ua, W"," H ,  L1 ,  O ,  P ,  T ,  Ua ,  W ",1," H ,  L1 ,  O ,  P ,  T ,  Ua ,  W ",1,1,"JOUBERT SYNDROME 20; JBTS20","JOUBERT SYNDROME",-,23012439,614970,20301500,0,"nonverbal and nonambulatory; oculomotor apraxia, breathing abnormalities, molar tooth sign; postaxial polydactyly, retinal involvement, renal cysts, behavioural problems",NULL
485,742,65062,TMEM237,8,"ID data freeze 650","Mendelian autosomal",recessive,1,"C, H, L1, O, T, Ua, W"," C ,  H ,  L1 ,  O ,  T ,  Ua ,  W ",1," C ,  H ,  L1 ,  O ,  T ,  Ua ,  W ",0,1,"JOUBERT SYNDROME 14; JBTS14","JOUBERT SYNDROME",-,,614424,20301500,0,"severe ID, hypotonia, ataxia, abnormal breathing pattern, nystagmus, strabism, MRT: molar tooth sign; facial features, retinal coloboma, postaxial polydactyly, cystic kidney, encephalocele, increased mortality",NULL
488,748,83696,TRAPPC9,8,"ID data freeze 650","Mendelian autosomal",recessive,2,"B, H, (N)"," B ,  H , ( N )",2," B ,  H , ( N )",0,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13; MRT13","MENTAL RETARDATION, AUTOSOMAL RECESSIVE",-,,613192,NULL,0,"moderate to severe ID, microcephaly, MRI anomalies, distinctive craniofacial findings, hypotonia, obesity in some",
500,766,89910,UBE3B,8,"ID data freeze 650","Mendelian autosomal",recessive,1,"A, B, (L1), (M), S, T, (V), W"," A ,  B , ( L1 ), ( M ),  S ,  T , ( V ),  W ",1," A ,  B , ( L1 ), ( M ),  S ,  T , ( V ),  W ",1,1,"KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS","KAUFMAN OCULOCEREBROFACIAL SYNDROME",-,23200864,244450,27763745,0,"blepharophimosis, ptosis, mild upslanting of the palpebral fissures and epicanthus; ectodermal anomalies; developmental delay; severe ID with absent speech; variable: growth retardation, microcephaly, congenital malformations, muscular hypotonia, hypoplasia of corpus callosum, cholesterol anomalies",
506,772,284403,WDR62,8,"ID data freeze 650","Mendelian autosomal",recessive,1,"B, (E), L1"," B , ( E ),  L1 ",1," B , ( E ),  L1 ",0,1,"MICROCEPHALY 2, PRIMARY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CORTICAL MALFORMATIONS; MCPH2","MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CORTICAL MALFORMATIONS",-,,604317,NULL,0,"microcephaly, moderate to severe ID, cortical malformations including pachygyria with cortical thickening, microgyria, lissencephaly, hypoplasia of the corpus callosum, schizencephaly, cerebellar hypoplasia; seizures in some patients",
507,773,124997,WDR81,8,"ID data freeze 650","Mendelian autosomal",recessive,1,"H, L1"," H ,  L1 ",1," H ,  L1 ",1,1,"CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 2; CAMRQ2","CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME","CEREBELLAR ATAXIA AND MENTAL RETARDATION WITH OR WITHOUT QUADRUPEDAL LOCOMOTION 2",21885617,610185,NULL,0,"1 family, quadrupedal locomotion, ID, cerebro-cerebellar hypoplasia",NULL
512,778,23503,ZFYVE26,8,"ID data freeze 650","Mendelian autosomal",recessive,5,"G, H, (L2)"," G ,  H , ( L2 )",5," G ,  H , ( L2 )",0,1,"SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15","SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE","SPASTIC PARAPLEGIA AND RETINAL DEGENERATION; KJELLIN SYNDROME",,270700,20301682,0,"progressive neurological symptoms, variable ID, thinning of corpus callosum",
306,456,54820,NDE1,8,"ID data freeze 650","Mendelian autosomal",recessive,1,"(A), B, (E), L1","( A ),  B , ( E ),  L1 ",1,"( A ),  B , ( E ),  L1 ",0,1,"LISSENCEPHALY 4; LIS4",LISSENCEPHALY,"LISSENCEPHALY 4, WITH MICROCEPHALY","21529752,21529751",614019,NULL,0,"extreme microcephaly, grossly simplified cortical gyral structure, microlissencephaly",NULL
254,388,11253,MAN1B1,8,"ID data freeze 650","Mendelian autosomal",recessive,6,"E, (N), (P)"," E , ( N ), ( P )",6," E , ( N ), ( P )",0,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15; MRT15","MENTAL RETARDATION, AUTOSOMAL RECESSIVE",-,,614202,NULL,0,"variable ID, epilepsy and dysmorphism in some patients",NULL
37,45,29123,ANKRD11,8,"ID data freeze 650","Mendelian autosomal",dominant,5,"A, Ub, W"," A ,  Ub ,  W ",5," A ,  Ub ,  W ",0,1,"KBG SYNDROME; KBGS","KBG SYNDROME",-,21782149,148050,29565525,0,"mild to moderate ID, macrodontia of the upper central incisors, distinct craniofacial findings, short stature, skeletal anomalies",
124,166,23259,DDHD2,8,"ID data freeze 650","Mendelian autosomal",recessive,5,"H, L2"," H ,  L2 ",5," H ,  L2 ",0,1,"SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE; SPG54","SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE",-,23176823,615033,NULL,0,"very early-onset (<2 years) spastic paraplegia, ID, specific pattern of brain abnormalities, abnormal brain lipid accumulation?",NULL
178,270,57459,GATAD2B,8,"ID data freeze 650","Mendelian autosomal",dominant,2,"(E), F, L2, T","( E ),  F ,  L2 ,  T ",2,"( E ),  F ,  L2 ,  T ",0,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 18; MRD18","MENTAL RETARDATION, AUTOSOMAL DOMINANT",-,31949314,615074,NULL,0,"50 individuals (truncating and missense variants): neonatal feeding difficulties and hypotonia, moderate to severe ID, speech delay, 90% macrocephaly, 24% epilepsy, 60% MRI anomalies, >80% ophthalmological anomalies, facial dysmorphism",
337,510,55690,PACS1,8,"ID data freeze 650","Mendelian autosomal",dominant,4,"E, H, L1, O, P, T, V, W"," E ,  H ,  L1 ,  O ,  P ,  T ,  V ,  W ",4," E ,  H ,  L1 ,  O ,  P ,  T ,  V ,  W ",0,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 17; MRD17","MENTAL RETARDATION, AUTOSOMAL DOMINANT",-,"23159249,26842493",615009,32672908,0,"19 individuals: mild to moderate ID, speech more severely affecdted; distinct facial gestalt, variable anomalies such as failure to thrive, oral aversion, ASD, behavioural problems, hypotonia, structural brain anomalies, heart defects, skeletal anomalies, cryptorchism, eye anomalies, constipation, febrile seizures, epilepsy",
65,85,26053,AUTS2,8,"ID data freeze 650","Mendelian autosomal",dominant,4,"A, B, (E), (H), L1, P, (U), V, W"," A ,  B , ( E ), ( H ),  L1 ,  P , ( U ),  V ,  W ",4," A ,  B , ( E ), ( H ),  L1 ,  P , ( U ),  V ,  W ",0,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 26; MRD26","MENTAL RETARDATION, AUTOSOMAL DOMINANT",-,"23332918,27075013",615834,NULL,0,"variable syndromic phenotype, ID, autism, short stature in some, microcephaly, cerebral palsy, and facial dysmorphisms; structural brain malformation in some, cardiac, skeletal or urogenital anomalies in some",
373,566,55703,POLR3B,8,"ID data freeze 650","Mendelian autosomal",recessive,5,"A, G, H, K, L2"," A ,  G ,  H ,  K ,  L2 ",5," A ,  E ,  G ,  H ,  K ,  L2 ",0,1,"LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD8","LEUKODYSTROPHY, HYPOMYELINATING",-,33005949,614381,22855961,0,"early childhood onset of cerebellar ataxia, mild ID, diffuse hypomyelination, spasticity, slowly progressive; variable: oligodontia and/or hypogonadotropic hypogonadism",
373,3365,55703,POLR3B,8,"ID data freeze 650","Mendelian autosomal",dominant,5,"E, H"," E ,  H ",5," A ,  E ,  G ,  H ,  K ,  L2 ",1,1,"Developmental Disorder","Developmental Disorder",,33417887,NULL,NULL,0,"de novo missense variants in 6 individuials: ataxia, spasticity, variable ID, epilepsy, demyelinating sensory motor peripheral neuropathy",
560,787,132,ADK,9,"ID data freeze 650","Mendelian autosomal",recessive,2,"E, F, G, M, V"," E ,  F ,  G ,  M ,  V ","2, 6"," E ,  F ,  G ,  M ,  P ,  V ",1,1,"HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY","HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY",,,614300,NULL,0,"severe global developmental delay, early-onset seizures, mild dysmorphic features, and characteristic biochemical anomalies; macrocephaly in most; heart defects in some; ca. 3 families; 2 sibs with progressive muscle weakness",
560,788,132,ADK,9,"ID data freeze 650","Mendelian autosomal",recessive,6,P," P ","2, 6"," E ,  F ,  G ,  M ,  P ,  V ",1,1,"non-syndromic ID","non-syndromic ID",,21937992,NULL,NULL,0,"non-syndromic mild ID and ASD; 1 family with 2 affected, missense mutation",
561,789,23394,ADNP,9,"ID data freeze 650","Mendelian autosomal",dominant,5,"A, (E), (H), J, L2, N, P, T, V"," A , ( E ), ( H ),  J ,  L2 ,  N ,  P ,  T ,  V ",5," A , ( E ), ( H ),  J ,  L2 ,  N ,  P ,  T ,  V ",0,1,"HELSMOORTEL-VAN DER AA SYNDROME; HVDAS","HELSMOORTEL-VAN DER AA SYNDROME; HVDAS",,"23160955,24531329",615873,27054228,0,"2 patients with autism; IQs 38 and 55; plus 10 patients: mild to severe ID, autism spectrum disorder, and dysmorphic facial features; some nonverbal; hypotonia, feeding problems, recurrent infections, short stature, joint laxity, and hand abnormalities. 2/7 seizures; 3/8 congenital heart defect; 4/7 obesity, 6/6 hypermetropia, 5/9 MRI anomalies; facial dysmorphism",
563,791,79868,ALG13,9,"ID data freeze 650","Mendelian X-linked","not sure",2,E," E ",2," E ",0,1,"Developmental and epileptic encephalopathy 36","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","CDG Is; CDGIs","23934111,32681751",300884,NULL,0,"4 patients: all severe epilepsy; delayed psychomotor development, 1: hepatomegaly, neurologic signs: 1: hypotonia, large head, MRI anomalies; behaviour, 2: severe delayed development; recurrent, mostly de novo missense variants in >20 patients with epileptic encephalopathy, a lot with West syndrome; developmental delay, ID, hypotonia, non-specific non-consisten MRI findings","4 patients"
564,792,288,ANK3,9,"ID data freeze 650","Mendelian autosomal",recessive,5,"H, P"," H ,  P ",5," H ,  P ",1,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 37; MRT37","MENTAL RETARDATION, AUTOSOMAL RECESSIVE",,23390136,615493,NULL,0,"delayed global development with speech delay, moderate ID, hypotonia, spasticity, sleep disorder. severe behavioral abnormalities, including aggression, hyperactivity, and grinding of the teeth. One had seizures","1 family with 3 affected sibs, heterozygous defects susceptibility factors for neuropsychiatric disorders"
565,793,9179,AP4M1,9,"ID data freeze 650","Mendelian autosomal",recessive,2,"B, H, (L2)"," B ,  H , ( L2 )",2," B ,  H , ( L2 )",0,1,"SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50","SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE",,21937992,612936,30543385,0,"neonatal hypotonia that progresses to hypertonia and spasticity; severe ID with poor or absent speech development; strabismus ; microcephaly in some; MRI anomalies in some","1 family with 5 sibs plus family in Najmabadi et al."
566,794,23229,ARHGEF9,9,"ID data freeze 650","Mendelian X-linked","not sure",2,"E, H, (P)"," E ,  H , ( P )",2," E ,  H , ( P )",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 8; EIEE8","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,"33600053,28589176,30048823",300607,NULL,0,"mostly missense variants in males: moderate to severe ID, epilepsy in most, behavioral anomalies in some; 2 females with mild ID and autism (random XI); plus de novo truncating variants in 2 females",
570,799,148789,B3GALNT2,9,"ID data freeze 650","Mendelian autosomal",recessive,1,"H, L1, Q, T"," H ,  L1 ,  Q ,  T ",1," H ,  L1 ,  Q ,  T ",0,1,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11; MDDGA11","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES)","WALKER-WARBURG SYNDROME OR MUSCLE-EYE-BRAIN DISEASE, B3GALNT2-RELATED",23453667,615181,NULL,0,"congenital muscular dystrophy; muscle weakness early in life, brain and eye anomalies. delayed psychomotor development and shortened life expectancy.","6 patients"
571,800,2583,B4GALNT1,9,"ID data freeze 650","Mendelian autosomal",recessive,5,"G, H, L2"," G ,  H ,  L2 ",5," G ,  H ,  L2 ",0,1,"SPASTIC PARAPLEGIA 26, AUTOSOMAL RECESSIVE; SPG26","SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE",,23746551,609195,20301682,0,"5 families: gait abnormalities due to lower limb spasticity, hyperreflexia, extensor plantar responses, muscle weakness and atrophy; mild to moderate ID. brain MRI: cortical atrophy and white matter hyperintensities.",
572,801,10134,BCAP31,9,"ID data freeze 650","Mendelian X-linked","not sure",2,"A, B, C, E, H, L2, T"," A ,  B ,  C ,  E ,  H ,  L2 ,  T ",2," A ,  B ,  C ,  E ,  H ,  L2 ,  T ",0,1,"DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION; DDCH","DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION","CONTIGUOUS ABCD1/DXS1375E DELETION SYNDROME, INCLUDED; CADDS, INCLUDED","24011989,32652807,33603160",300475,NULL,0,"7 males from 3 families: almost no psychomotor development, dysmorphic facial features, sensorineural deafness, dystonia, pyramidal signs, and hypomyelination on brain imaging; plus 1 girl with de novo variant: deafness, dystonia, central hypomyelination, seizures, liver function impairment; plus missense and truncating variatns in 17 families: milder phenotype with missense variants, some symptomatic female carriers, severe ID, dystonia, deafness, central hypomyelination, liver enzyme elevation","7 males from 3 families"
573,802,113246,C12orf57,9,"ID data freeze 650","Mendelian autosomal",recessive,"1, 3","E, H, L1, (P), T"," E ,  H ,  L1 , ( P ),  T ","1, 3"," E ,  H ,  L1 , ( P ),  T ",0,1,"TEMTAMY SYNDROME; TEMTYS","TEMTAMY SYNDROME","MENTAL RETARDATION WITH OR WITHOUT CRANIOFACIAL DYSMORPHISM, OCULAR COLOBOMA, OR ABNORMAL CORPUS CALLOSUM","23453666,23453665",218340,NULL,0,"ID/multiple congenital anomalies; variable craniofacial dysmorphism, ocular coloboma, seizures, and brain abnormalities, including abnormalities of the corpus callosum and thalamus",
574,804,767,CA8,9,"ID data freeze 650","Mendelian autosomal",recessive,5,H," H ",5," H ",0,1,"CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 3; CAMRQ3","CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME","CEREBELLAR ATAXIA AND MENTAL RETARDATION WITH OR WITHOUT QUADRUPEDAL LOCOMOTION 3",21937992,613227,NULL,0,"congenital cerebellar ataxia, dysarthria, mild ID","2 families"
575,805,8913,CACNA1G,9,"ID data freeze 650","Mendelian autosomal",recessive,5,T," T ","2, 5"," B ,  E ,  H ,  L2 ,  T ",1,1,"ID, cataract","ID, cataract",NULL,21937992,NULL,NULL,0,"moderate ID, cataract","1 family with 3 affected, fs mutation"
575,1545,8913,CACNA1G,9,"ID data freeze 650","Mendelian autosomal",dominant,NULL,NULL,,"2, 5"," B ,  E ,  H ,  L2 ,  T ",0,0,"SPINOCEREBELLAR ATAXIA 42; SCA42","SPINOCEREBELLAR ATAXIA ",,26456284,616795,NULL,0,"no ID",
575,2873,8913,CACNA1G,9,"ID data freeze 650","Mendelian autosomal",dominant,2,"B, E, H, L2, T"," B ,  E ,  H ,  L2 ,  T ","2, 5"," B ,  E ,  H ,  L2 ,  T ",1,1,"SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS; SCA42ND","SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS",,33098379,618087,NULL,0,"4 unrelated patients with severe neurodevelopmental disorder, hypotonia, profound ID, absent speech, MRI: cerebellar atrophy, spasticity, dystonia, vision anomalies, 2/4 epilepsy, 2/4 mild microcephaly; about 10 patients in total with 2 recurrent, functionally confirmed gain-of-function variants",
576,806,9254,CACNA2D2,9,"ID data freeze 650","Mendelian autosomal",recessive,2,"E, H, (L2)"," E ,  H , ( L2 )",2," E ,  H , ( L2 )",1,1,"epileptic encephalpathy","epileptic encephalpathy",,"23339110,30410802",NULL,NULL,0,"3 affected from 1 family: epilepsy, age of onset first weeks, global developmental delay, hypotonia, normal head circumference, choreiform movements; plus 1 patient: epileptic encephalopathy, cerebellar atrophy",
577,807,11132,CAPN10,9,"ID data freeze 650","Mendelian autosomal",recessive,1,"B, L1"," B ,  L1 ",1," B ,  L1 ",1,1,"intellectual disability","intellectual disability",,"21937992,25773692",NULL,NULL,0,"severe ID, microcephaly, structural brain malformation in some, e.g. pachygyria","1 family with 4 affected, fs mutation, plus 2 further families"
577,808,11132,CAPN10,9,"ID data freeze 650",Unknown,N/A,NULL,NULL,,1," B ,  L1 ",0,0,"TYPE 2 DIABETES MELLITUS 1; T2D1","DIABETES MELLITUS, NONINSULIN-DEPENDENT",,,601283,NULL,0,,
581,812,1021,CDK6,9,"ID data freeze 650","Mendelian autosomal",recessive,5,B," B ",5," B ",1,1,"MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE; MCPH12","MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE",,23918663,616080,NULL,0,"microcephaly, mild ID, no other anomalies","1 family with 10 affected"
583,814,10256,CNKSR1,9,"ID data freeze 650","Mendelian autosomal",recessive,2,"B, H"," B ,  H ",2," B ,  H ",1,1,"syndromic ID","syndromic ID",,"21937992,30450701",NULL,NULL,0,"fs mutation in 3 affected from 1 family: severe ID, microcephaly, spastic quadriplegia","1 family with 3 affected, fs mutation"
584,815,57511,COG6,9,"ID data freeze 650","Mendelian autosomal",recessive,8b,"B, C, E, H, J, U"," B ,  C ,  E ,  H ,  J ,  U ","2, 8b"," B ,  C ,  E ,  H ,  J ,  O ,  S ,  U ",1,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L","CONGENITAL DISORDER OF GLYCOSYLATION","CDG IIl; CDGIIl",,614576,NULL,0,"1: seizures, vomiting, loss of consciousness, bleeding, death; 2: dysmorphic features, microcephaly, polydactyly, immunodeficiency, failure to thrive, multisystem anomalies, mild neurodevelopmental delay with 27 months","2 patients"
584,816,57511,COG6,9,"ID data freeze 650","Mendelian autosomal",recessive,2,"B, O, S, U"," B ,  O ,  S ,  U ","2, 8b"," B ,  C ,  E ,  H ,  J ,  O ,  S ,  U ",0,1,"SHAHEEN SYNDROME; SHNS","SHAHEEN SYNDROME",NULL,23606727,615328,NULL,0,"severe ID, hypohidrosis, dental enamel hypoplasia, hyperkeratosis of the palms and soles, mild microcephaly in some",NULL
585,817,80781,COL18A1,9,"ID data freeze 650","Mendelian autosomal",recessive,5,"L2, T"," L2 ,  T ",5," L2 ,  T ",1,1,"KNOBLOCH SYNDROME 1; KNO1","KNOBLOCH SYNDROME ","RETINAL DETACHMENT AND OCCIPITAL ENCEPHALOCELE",21937992,267750,NULL,0,"typical eye abnormalities, including high myopia, cataracts, dislocated lens, vitreoretinal degeneration, and retinal detachment, with occipital skull defects, which can range from occipital encephalocele to occult cutis aplasia; family by Najmabadi et al: mild to severe ID",NULL
587,819,10664,CTCF,9,"ID data freeze 650","Mendelian autosomal",dominant,"4, 5","A, B, J, P, T, Uc, V"," A ,  B ,  J ,  P ,  T ,  Uc ,  V ","4, 5"," A ,  B ,  J ,  P ,  T ,  Uc ,  V ",1,1,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 21; MRD21","MENTAL RETARDATION, AUTOSOMAL DOMINANT",,31239556,615502,NULL,0,"3 patients with point mutations, 1 with deletion: variable ID, growth retardation, microcephaly, feeding difficulties, behavioural problems in 3, cleft palate and heart defect in 1; plus >30 individuals: IUGR 37%, feeding difficulties 78%, short stature 27%, microcephaly 52%, variable ID from normal IQ to severe ID, behavioral anomalies 77%, 38% cardiac defects, 36% palatal anomalies, 26% hearing loss, 61% vision anomalies, 45% recurrent infections; 10% seizures",
588,820,1615,DARS1,9,"ID data freeze 650","Mendelian autosomal",recessive,8a,"G, H, L2"," G ,  H ,  L2 ",8a," G ,  H ,  L2 ",0,1,"HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY; HBSL","HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY",NULL,23643384,615281,NULL,0,"hypomyelination with brainstem and spinal cord involvement; leukoencephalopathy, spasticity, mild ID in some; progressive motor dysfunction, loss of motor milestones",NULL
589,821,83479,DDX59,9,"ID data freeze 650","Mendelian autosomal",recessive,4,"Ua, Uc, (V)"," Ua ,  Uc , ( V )",4," Ua ,  Uc , ( V )",0,1,"OROFACIODIGITAL SYNDROME V; OFD5","OROFACIODIGITAL SYNDROME","OFDS V; ORAL-FACIAL-DIGITAL SYNDROME, TYPE V; OROFACIODIGITAL SYNDROME, THURSTON TYPE THURSTON SYNDROME;POLYDACTYLY, POSTAXIAL, WITH MEDIAN CLEFT OF UPPER LIP",23972372,174300,NULL,0,"cleft palate, lobulated tongue, polydactyly; frontal bossing and ID. 2 patients with cardiac anomalies","2 families"
590,822,9681,DEPDC5,9,"ID data freeze 650","Mendelian autosomal",dominant,8a,E," E ",8a," E ",0,1,"EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI; FFEVF","EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI",,"23542701,23542697",604364,NULL,0,"several large families; focal epilepsy, ID and behavioural anomalies ony in a few",
592,824,1968,EIF2S3,9,"ID data freeze 650","Mendelian X-linked","not sure","2, 5","A, B, H, K, L2"," A ,  B ,  H ,  K ,  L2 ","2, 5"," A ,  B ,  H ,  K ,  L2 ",1,1,"MEHMO SYNDROME; MEHMO","MEHMO SYNDROME",,"23063529,30878599",300148,NULL,0,"1 family with 3 affected; moderate-to-severe ID, microcephaly, short stature, and facial dysmorphic features; ataxia, spasticity; thin corpus callosum and enlarged ventricles; plus 3 brothers with mild learning difficulties, normal head circumference, hypopituitarism, glucose deregulation","1 family"
593,825,55250,ELP2,9,"ID data freeze 650","Mendelian autosomal",recessive,5,"(A), (B), G, H, P","( A ), ( B ),  G ,  H ,  P ",5,"( A ), ( B ),  G ,  H ,  P ",0,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58; MRT58","MENTAL RETARDATION, AUTOSOMAL RECESSIVE",,"21937992,33393008",617270,NULL,0,"missense variants in 2 families with 3 affected each: non-syndromic mild to severe ID; plus missense variant in 3 sibs: severe ID, spastic tetraparesis, choreoathetosis, self injury, microcephaly, growth retardation, progressive spasticity, regression: lost ability to speak",
594,826,953,ENTPD1,9,"ID data freeze 650","Mendelian autosomal",recessive,"3, 5","(B), H, (L2)","( B ),  H , ( L2 )","3, 5","( B ),  H , ( L2 )",0,1,"SPASTIC PARAPLEGIA 64, AUTOSOMAL RECESSIVE; SPG64","SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE",,"21937992,24482476",615683,20301682,0,"1 family with 4 affected, 2 families with 2 affected each: non-syndromic severe ID in 1 family, 2 families with mild to moderate ID, spasticity, neurologic symptoms, microcephaly in 1 family, MRI anomalies in 1 family",
